,Unnamed: 0.1,Unnamed: 0,ticker,time,text_file_name,past_0,past_1,past_2,past_3,past_4,past_5,past_6,past_7,past_8,past_9,past_10,past_11,past_12,past_13,past_14,past_15,past_16,past_17,past_18,past_19,past_20,past_21,past_22,past_23,past_24,past_25,past_26,past_27,past_28,past_29,future_30,future_29,future_28,future_27,future_26,future_25,future_24,future_23,future_22,future_21,future_20,future_19,future_18,future_17,future_16,future_15,future_14,future_13,future_12,future_11,future_10,future_9,future_8,future_7,future_6,future_5,future_4,future_3,future_2,future_1,cate
363,363,356.0,STI,2016-04-22,20160422_STI,-4.081181018182486,-4.212468605202254,-4.195656699578065,-4.182458392182771,-4.170715656351966,-4.151137273232783,-4.141049347908541,-4.119806876630349,-4.256780819623639,-4.2576188977711,-4.2370419418647804,-4.212058197773997,-4.28666635985067,-4.262749333363346,-4.345437007317661,-4.327927527036181,-4.310634311216682,-4.332924680093192,-4.293205968208481,-4.326003769846336,-4.278458738715227,-4.236506206572528,-4.2391971853525705,-4.199374345092084,-4.141571552821407,-4.082571183015207,-3.971370191621001,-3.9534088267643854,-3.7728601102696886,-3.4597581208797625,-4.288108867128581,-4.289682116069765,-4.288863349531211,-4.3006113515283015,-4.282914935859083,-4.263438358717881,-4.243219504035219,-4.231527189960136,-4.220727692663116,-4.236167916916767,-4.232048486797688,-4.2073250131993625,-4.181376929285656,-4.156841895008016,-4.37228290699395,-4.340169897903315,-4.332039494507585,-4.390308166608172,-4.35196461299369,-4.310469079325818,-4.468759310567348,-4.441209900160784,-4.393734726497948,-4.355782700853858,-4.503981371697832,-4.703443205718895,-4.675731934785679,-4.672351716348733,-5.004288798165656,-4.673715653487206,train
364,364,357.0,SYF,2016-04-22,20160422_SYF,-4.215959120983828,-4.199032420643073,-4.191429330441585,-4.225948696031124,-4.244913357402654,-4.226369540584717,-4.212003032452416,-4.191243897822461,-4.225939074072061,-4.20825099298238,-4.191776480321739,-4.166345189282914,-4.22567988098795,-4.197518740510828,-4.200002552804018,-4.202126279481139,-4.232301976113238,-4.20285510721934,-4.165450288732626,-4.123014471119265,-4.0809245721080325,-4.029043824857601,-3.9874126796922216,-3.937115264826316,-3.8734815464903294,-3.8004993628495662,-3.7309048817813935,-3.5933491667499915,-3.6487953401769846,-3.407403109080351,-4.25580142832868,-4.264388992162386,-4.25353880351356,-4.2692707374670205,-4.250666973101136,-4.231277120471131,-4.210866651345576,-4.194773725595183,-4.176171485810199,-4.163697536598518,-4.160142074579619,-4.13543989770255,-4.109570455168488,-4.086074788739468,-4.140381325567522,-4.12071465048422,-4.08914360420696,-4.078713808255689,-4.086315672794855,-4.11970261229116,-4.135958673982659,-4.088904424757716,-4.039865555711383,-4.020140215971896,-4.164045063817047,-4.103898852401175,-4.252243802604684,-4.253226231792436,-4.0524940536049865,-3.803406055014088,train
365,365,358.0,TRST,2016-04-22,20160422_TRST,-4.2279460685699135,-4.216868736842826,-4.207563066677707,-4.195674824892144,-4.179250545704519,-4.160139899621467,-4.140238428177183,-4.123086755851904,-4.175076546223229,-4.17206152874622,-4.151407670199279,-4.135150847823276,-4.10815406771265,-4.0801199876785645,-4.168606186569604,-4.146712916713291,-4.1131519386595725,-4.101886608967956,-4.06199785193725,-4.041506418309004,-3.999311039264625,-3.946688795304211,-3.95410119036494,-3.8875067309531786,-3.829533078262491,-3.82471784834255,-3.896823744380053,-3.7791067000843688,-3.7100820871625175,-3.626490078896993,-4.294689511461146,-4.28945903575587,-4.297190790358866,-4.295462613478029,-4.276664625798175,-4.257057183455719,-4.243458078730312,-4.235838373894321,-4.220770916009567,-4.198963868342155,-4.312197320166572,-4.293231374224373,-4.286623120742478,-4.26019762701179,-4.365713111422223,-4.463770504300282,-4.437399258223695,-4.419410344449491,-4.387147867885512,-4.356696333188985,-4.3767998302908975,-4.333473548993045,-4.32398039684767,-4.308755085488936,-4.237504780850631,-4.263422892077659,-4.178085472831453,-4.036927948786851,-4.20018845060176,-3.859062999910883,train
366,366,359.0,ETH,2016-04-25,20160425_ETH,-4.215438875575019,-4.198787192121899,-4.186231959724973,-4.175203492495274,-4.236750870653736,-4.23539268521759,-4.215812327220822,-4.194702463425158,-4.177342910955283,-4.232540574299288,-4.225836655805296,-4.200659725246902,-4.2014566687914,-4.177220834563413,-4.148263015340554,-4.116051746400057,-4.146889075951966,-4.158330267008446,-4.128138149347316,-4.096574262104505,-4.195853824895765,-4.14547133989384,-4.088066446384548,-4.023257029304449,-3.997969726210661,-3.9710477836001634,-3.98298271803506,-4.147256268502304,-4.212813376994439,-8.013729779429866,-4.303644930453944,-4.292115720974407,-4.274845445361603,-4.256701618183195,-4.247302959556567,-4.228840699493794,-4.2086203938151785,-4.190967953138999,-4.182557472731983,-4.159302764108099,-4.134920929552367,-4.264916467248425,-4.245451198228233,-4.298807733524528,-4.268522785118408,-4.240749137913256,-4.249347706245218,-4.230119579976872,-4.234508133893513,-4.202207861412491,-4.217044289151003,-4.171111411502584,-4.120149602439978,-4.137234720200377,-4.208553645730122,-4.121382294456158,-4.809226915717562,-4.822388571963299,-4.657767268716351,-8.320015530978328,train
367,367,360.0,HSII,2016-04-25,20160425_HSII,-4.17315444535244,-4.173343110587392,-4.156925454549902,-4.1533863886638684,-4.161962681442207,-4.1505193026223655,-4.155932286890353,-4.147195106748037,-4.144454356895851,-4.130229463510258,-4.115620242135685,-4.111882239517042,-4.1207720874294544,-4.092416817457272,-4.1224643887070265,-4.121458371141007,-4.209275573912088,-4.210010293516734,-4.257389700113123,-4.226396348969512,-4.204971384863922,-4.189055470658363,-4.160912418632381,-4.136617836002802,-4.111752028425764,-4.02224086618754,-3.913114058489003,-4.280191529041483,-4.45074854057144,-4.13626041953747,-3.975035320222706,-3.9753324219242607,-3.9657203015512414,-3.963462131555948,-3.952734629154127,-3.933164809901243,-3.919952051080522,-3.91868495929706,-3.963210948388855,-3.947325803646786,-3.925891627876283,-3.908579725040129,-3.884579161359014,-3.919376997028976,-3.907889008332604,-3.910096904590461,-3.914620690480064,-3.943738546537906,-3.903795573700049,-3.880745800236568,-3.833175839175321,-3.781333192098223,-3.760894256346773,-3.702425961421608,-3.625440459416661,-3.55747369892074,-3.5491310428467253,-3.646162220384813,-3.697236153666978,-3.5863127627700284,train
368,368,,KN,2016-04-25,20160425_KN,-3.373752564588355,-3.4856888189251065,-3.607273848693625,-3.5895369387075635,-3.5724760525314783,-3.5765400685143014,-3.5561693146442157,-3.5358635241502903,-3.601190680356466,-3.5886971876688007,-3.566486644999918,-3.542713820910534,-3.5212656837924885,-3.538970277464081,-3.541354932545646,-3.554171309312414,-3.539557515372989,-3.5039453078363816,-3.464457722745571,-3.42538776434822,-3.420881794718362,-3.368589133908643,-3.310535034584161,-3.687497894151989,-3.621455544959464,-3.5304774410808526,-3.590245939496158,-3.5558141536407586,-3.63675739497024,-4.008822263412696,-3.602321231684249,-3.5857449849854808,-3.568471611007411,-3.5565366661918114,-3.5382233005868864,-3.5379541175747478,-3.5190538592355485,-3.515785705897947,-3.494754474434317,-3.4743173557809968,-3.4746795759938074,-3.458531972544077,-3.446316466779149,-3.426282486979519,-3.4074928296480445,-3.3811572067227984,-3.3489801507625434,-3.3120761284597657,-3.277134317478417,-3.364661500344675,-3.320179074445871,-3.27200041896503,-3.223034613093568,-3.158529163147827,-3.081545010383314,-3.006731617057305,-2.899094934135427,-2.759820976789147,-2.557936759914249,-6.3551483628097545,train
369,369,361.0,OPB,2016-04-25,20160425_OPB,-4.30029649544788,-4.325984206385351,-4.335865187127362,-4.317840278777127,-4.299038629493544,-4.296713996395222,-4.276936642312838,-4.2770804990577975,-4.264440626272588,-4.359749200545144,-4.341397273206355,-4.333181091703724,-4.306386034671599,-4.286337519720289,-4.310224243261009,-4.4072685571187575,-4.418124906476345,-4.414850302215351,-4.374861937817933,-4.331758117669301,-4.298934230303962,-4.24980373064591,-4.218506793217063,-4.180245031841391,-4.10320965510557,-4.092617931806207,-4.056262645135095,-4.401403968816445,-4.693988700750202,-4.8038533000088375,-4.209756279772426,-4.192911729933651,-4.1755887865727646,-4.157640737233924,-4.147576740166738,-4.130953224354887,-4.110709047727722,-4.093253902417683,-4.071530137662228,-4.057288167679531,-4.03442940117754,-4.021044094333167,-3.9954062967932473,-3.96852242634164,-3.948493326611779,-4.035054861474583,-4.006599710313802,-4.032747158088389,-4.005479701045703,-3.9675584058576687,-3.922810502688419,-3.880705600171612,-3.8222645460914833,-3.761716551343721,-3.778039990647436,-3.700913971014489,-3.6975380370034383,-3.5547077202496187,-3.3570807879858378,-3.0633212570326704,train
370,370,362.0,XRX,2016-04-25,20160425_XRX,-3.6434601220953415,-4.507732796926571,-4.492317159868868,-4.4741456055352335,-4.455324627960237,-4.435918366338092,-4.425514428141021,-4.408920271098611,-4.386746728229489,-4.373856626284179,-4.397886345924571,-4.3737029685737365,-4.368042032113603,-4.366759984072787,-4.356047388806831,-4.324032015639887,-4.296501973821962,-4.260560619691768,-4.503285220263907,-4.462795280825855,-4.700953000542143,-4.676545002774936,-4.680543029709202,-4.694181468454803,-4.657297402045497,-4.604506540037458,-4.57249196821503,-4.699370104080234,-4.569783880290768,-4.223256941519202,-4.202388852529678,-4.187641881115472,-4.17100530658731,-4.191599879201288,-4.179986983214859,-4.177930780455413,-4.157544582111072,-4.150181763708052,-4.16952472733978,-4.152251678313782,-4.1882834091312375,-4.195517687547546,-4.171191676475512,-4.150913011627042,-4.128497602199804,-4.099040569740901,-4.064595340237142,-4.0362129147645,-4.074643845210802,-4.038101758617018,-4.079740792704869,-4.065236996825525,-4.052311084868359,-4.065587941033416,-4.079100118032717,-3.991841365391625,-4.016981811807859,-3.878347256641463,-4.007018757033458,-4.027143809560109,train
371,371,363.0,ADC,2016-04-26,20160426_ADC,-4.602731350468708,-4.648513692417848,-4.637431050187069,-4.634134202460473,-4.630217641147719,-4.766899396412098,-4.748190668869168,-4.730891796594894,-4.717590603483152,-4.694488054314301,-4.6763728249944,-4.652040021529994,-4.631145260617736,-4.622612710245453,-4.608381068043592,-4.593875736329862,-4.55944405378641,-4.525418911678105,-4.487490801659316,-4.481866723982835,-4.467000512832727,-4.657901734665285,-4.6453869065157765,-4.816569747610262,-4.760655785999953,-4.897429778215054,-4.897064262885446,-4.9073209427606495,-5.0728456071903,-5.365063841931816,-4.271105867775515,-4.257797965273462,-4.242831262128568,-4.227790317094674,-4.21428390870769,-4.209587041799143,-4.191317365651784,-4.170305876032878,-4.148865106152061,-4.125977932111464,-4.102063776397226,-4.081260845135106,-4.05422811976069,-4.033445955257253,-4.008206251124659,-3.998637392981352,-4.015641820358893,-4.0750299058071375,-4.040877383129229,-3.998769315663936,-3.954921162519853,-3.977886118778996,-3.931973049506678,-3.866497200458975,-3.789512236639248,-3.8800113827600256,-4.048232294209625,-3.967474058623492,-3.871403150076108,-4.515819157861021,train
372,372,364.0,AKAM,2016-04-26,20160426_AKAM,-4.113222437968264,-4.1655086552500125,-4.147998141317167,-4.130456732916854,-4.112338702895794,-4.092728748163303,-4.075125783260899,-4.076673653122148,-4.067057114777785,-4.043850988906544,-4.0757614833057305,-4.056723377716102,-4.081734982059383,-4.076860692521058,-4.120313357299303,-4.2305159433525,-4.501698375624492,-4.468163553125502,-4.434969110479577,-4.422106121725306,-4.375080095246252,-4.340428924697774,-4.284741145652841,-4.222253325761312,-4.478583181542806,-4.449195403810873,-4.3813152448800325,-4.237657592037471,-4.064176204585675,-4.651044025596668,-4.073119628820799,-4.060813292304537,-4.043302400373503,-4.0267928195228535,-4.026721622512709,-4.046714823875003,-4.030853455972499,-4.010353098306863,-3.990937906533788,-3.968528143439992,-3.973496302053408,-3.948303608839588,-3.97564862448009,-3.953510371473376,-3.95696307376204,-3.927981556357136,-3.893499174471283,-3.862254262793864,-3.847205963295396,-3.8189846324378913,-3.776500274148767,-3.784873105118957,-3.887394694172386,-3.8226724794808766,-3.755698772503295,-3.664725067408776,-3.5627980344613523,-3.490592012535969,-3.288254011631369,-3.1013766797581668,train
373,373,365.0,BAX,2016-04-26,20160426_BAX,-4.6743314856544975,-4.6621035545634,-4.648175115581906,-4.633722743704903,-4.629623778461234,-4.615878338173619,-4.597873572602195,-4.5860855569337104,-4.564614928698685,-4.545587711352971,-4.525565439734303,-4.50002061900117,-4.473029603083156,-4.444459010723631,-4.460738809364852,-4.523109369259661,-4.634276487663507,-4.613568192735891,-4.633430250558817,-4.613316463020476,-4.570784519668288,-4.67371294838295,-4.641520114697088,-4.824092165433928,-4.747442726523572,-4.808862520747852,-4.733648968324324,-4.689713023339287,-4.778638939021429,-4.532855921404536,-4.400051966489328,-4.383944177271074,-4.390749461680494,-4.372831967470472,-4.367378018299326,-4.347803542480343,-4.327739938844946,-4.311302884791802,-4.291078543009036,-4.269194707778396,-4.245395263820797,-4.221971264059925,-4.257194684607522,-4.233182357272026,-4.208209182067594,-4.55043283278547,-4.547762278467506,-4.653260813184771,-4.614467319671952,-4.574832901542256,-4.668929774715603,-4.878582211930516,-4.871317455535243,-4.806014848431651,-4.764627822051327,-4.686785732947528,-5.0221339044988085,-5.091121148253204,-6.596225909816536,-6.719294155489883,train
374,374,366.0,CMG,2016-04-26,20160426_CMG,-3.9974534520550447,-3.986552797073277,-3.970523680732154,-3.955100316872993,-3.950788902943625,-3.9373448725231217,-3.9188759965800175,-3.909417284244314,-3.953068782052524,-3.989448051660332,-3.96662711679992,-3.943162565886317,-3.924572728767284,-3.898657450443404,-3.8705539504898026,-3.850518388746902,-3.816140414547291,-3.780987964442751,-3.7462317471477737,-3.719851975955255,-3.698020137077978,-3.71132608723977,-3.668459434394873,-3.602021326504241,-3.5354228786018336,-3.508178001343769,-3.4446888511244027,-3.423110524377704,-4.257255534022028,-3.911134990992061,-4.049771606072113,-4.089632536487134,-4.077911745277083,-4.106229283073337,-4.136065474021425,-4.1527573465216205,-4.186391555668655,-4.207527360179104,-4.191281357612222,-4.189903121167997,-4.183804028914385,-4.15840468448075,-4.13176531276891,-4.126226098277301,-4.096215416107633,-4.066226044411948,-4.035344340106959,-3.999599152471875,-4.076114011233536,-4.03382212438052,-3.992509214045143,-3.941658698366768,-3.8869292018669817,-4.2671168140063,-4.192841773929664,-4.107229805613758,-4.03945509032696,-3.939684863315945,-4.490254319233788,-4.214788200378717,train
375,375,367.0,CMP,2016-04-26,20160426_CMP,-4.112215143680653,-4.171829225214806,-4.163866386428856,-4.1461027323115465,-4.140118169862854,-4.120810084412788,-4.100771621971652,-4.080551466276164,-4.065996224322642,-4.042930011507435,-4.0549726918223765,-4.071797429360438,-4.044764966215143,-4.04492506089248,-4.025118617878857,-3.9937710442598378,-4.014948817797542,-3.997963254023206,-3.962655810121701,-3.935454947236474,-3.948018593018301,-3.948163913319208,-3.893794638591912,-3.827485920257148,-4.746619109863654,-4.657812148573326,-4.547210285648563,-4.522742377742761,-5.649991913412656,-5.982659976048384,-4.582210249225749,-4.588489635238685,-4.577087315503168,-4.561860815754889,-4.625761378565921,-4.615096768677827,-4.601836697818102,-4.581647446043126,-4.562947359563741,-4.543955173108723,-4.526593513085119,-4.505476422418393,-4.478445669010124,-4.452880919634291,-4.424477511635706,-4.497205990081495,-4.623006504355752,-4.589209327287667,-4.576772517228331,-4.56862324560228,-4.5212200951830965,-4.474108481901981,-5.101788619915282,-5.132483893759564,-5.075993971127385,-5.001067518981979,-4.8895066994455245,-4.760834205433154,-4.580975483970304,-4.31514398334496,train
376,376,368.0,CPLA,2016-04-26,20160426_CPLA,-4.049542076636625,-4.235037770281703,-4.230226185116595,-4.224023054921982,-4.215451722895701,-4.203152280531479,-4.192052264411124,-4.171414755842638,-4.149669354969919,-4.126726352657434,-4.118097400774456,-4.093717487377805,-4.077076089793119,-4.04870256468378,-4.04781013610778,-4.021401402767192,-4.018178037381456,-3.9904610756212966,-3.9610815576881993,-3.9185374206292014,-3.91508697633457,-3.975083500678944,-3.9245947090108255,-3.863431329889937,-3.872266496289311,-3.7838735164357855,-3.6829424291199033,-3.5482976916503786,-3.743133877614487,-3.58949735876554,-4.765823476169823,-4.749080234786887,-4.731833711936382,-4.715283263974838,-4.705100882054777,-4.685911581825868,-4.665509251911868,-4.646414084321032,-4.629163586478563,-4.613833506382238,-4.59503940716697,-4.657056699177851,-4.845925898352806,-4.8461303045482005,-4.838049823643384,-4.806729856870182,-4.7903048873465135,-4.919135041281444,-4.881239031176068,-4.966034585006744,-4.945879865095797,-5.087873963189031,-5.029475349163856,-4.963936682329508,-4.900415515760435,-5.012347775560596,-4.946060921929013,-4.8602672899517145,-5.365142271995935,-5.385130201111877,train
377,377,369.0,CRS,2016-04-26,20160426_CRS,-3.7734549836633535,-3.77146039410492,-3.765593104239859,-3.760107241519558,-3.7500403110462655,-3.7304601391082346,-3.71010075607128,-3.690948154584044,-3.6703512473638447,-3.654020575190801,-3.6927423272448783,-3.696995638032229,-3.684902162877341,-3.750305175918202,-3.7785314719519887,-3.748454040853391,-3.713967367182773,-3.759609939724813,-3.729088842286812,-3.7451808921935617,-3.698795549347496,-3.6617031229312,-3.602830378136441,-3.5515584302524434,-3.660309829030895,-3.598970188333128,-3.489190228962192,-3.436229196833531,-3.619867383145382,-5.601862027247308,-3.668063119489124,-3.6571766023172585,-3.6493983820438527,-3.637274705557616,-3.644500497462632,-3.6253790694260033,-3.610407615800247,-3.589493616098536,-3.570836444020212,-3.551500038473866,-3.528069944389021,-3.5429763577156743,-3.518623596083052,-3.5066121695677355,-3.477034016698662,-3.467464074015979,-3.493769043280905,-3.456717255314321,-3.4171663553271894,-3.373968122738941,-3.3281945235579102,-3.2840311168406617,-3.292206786259507,-3.768745148184007,-3.7449391435139336,-3.699871272723888,-3.595537635626044,-5.128470403796941,-5.244386910792323,-5.708413618700783,train
378,378,370.0,CRUS,2016-04-26,20160426_CRUS,-4.220676329975757,-4.20376969440791,-4.190853936365265,-4.172672406327993,-4.225611237413767,-4.206386941359348,-4.21546552665959,-4.204263607812332,-4.183313184039958,-4.167074939604856,-4.306238168739378,-4.285290159362877,-4.258257658117484,-4.267216075126221,-4.2603227886869695,-4.250421413606756,-4.260295127916766,-4.237744263073913,-4.289821559533227,-4.248259904074688,-4.287950329454919,-4.648428785514073,-4.5990649165697,-4.535943628227271,-4.575536639924277,-4.639395871779671,-4.622934279360679,-5.0638494839436845,-4.918083516610301,-5.128014651639527,-3.76949719647516,-3.759601638250284,-3.74440883472863,-3.732205974041179,-3.719061117317656,-3.699955586424041,-3.680366770237345,-3.661814270545676,-3.641308204590104,-3.633056277147947,-3.615768652201916,-3.590329587713896,-3.6505334285306623,-3.655718822353854,-3.6378908416262288,-3.633429706920582,-3.71938857547276,-3.682381654682872,-3.670730904653311,-3.627234263874312,-3.7245029656781647,-3.7004932876433134,-3.6620040083773886,-3.595571622695265,-3.545828906730627,-3.810948373423196,-3.7429029124418713,-3.6399383186332313,-3.4460993246874034,-3.1204051144734994,train
379,379,371.0,ESRX,2016-04-26,20160426_ESRX,-4.309175749168805,-4.295238698081082,-4.277737825819939,-4.259731635640943,-4.240891642872628,-4.230122500775908,-4.210542958314481,-4.205605844715943,-4.185179274938858,-4.16197786079529,-4.148481175836023,-4.126797119075628,-4.1047962336084005,-4.076328653385045,-4.060539106907133,-4.107142188773794,-4.1114946935332615,-4.097621495177168,-4.06042778905963,-4.023503894074301,-3.977717928129037,-3.951541244774664,-3.8937365040459615,-3.8270858643613512,-3.7529769155214088,-3.795990146082247,-3.686835576236432,-3.702697484469991,-4.195087981006896,-3.880200796254642,-4.737460704184136,-4.720562743036359,-4.741329622410941,-4.724640349017303,-4.7110829827556016,-4.710843750102521,-4.696952808117223,-4.678610949477389,-4.670057349724585,-4.649230254320126,-4.624914243501273,-4.604702141517507,-4.6870762809858935,-4.658502718424051,-4.643416182443207,-4.613475375473657,-4.58338558839844,-4.567797946721262,-4.564787921449803,-4.5511179728617845,-4.592465638779877,-4.638468538338488,-4.654632830306468,-4.638245014434547,-4.564386622478631,-4.477931526281205,-4.36730646598416,-4.342827639507366,-4.143704144692578,-4.181585030523123,train
380,380,372.0,ETR,2016-04-26,20160426_ETR,-4.5829150768458415,-4.570137602195644,-4.552591953915085,-4.559030295852836,-4.575469820158947,-4.65975493305164,-4.641575193111923,-4.621704884521538,-4.604030596414941,-4.597334532647598,-4.573044013655934,-4.548967691885289,-4.522179127755959,-4.494720592262757,-4.464476913532389,-4.433517550398931,-4.537791319683358,-4.548504273897706,-4.540490087135371,-4.497733155250536,-4.45590463359669,-4.563370609874825,-4.535730824157324,-4.523629191310172,-4.472551083113944,-4.425531737185804,-4.347633882490578,-4.324792054009345,-4.301535591073333,-6.295983564286428,-4.690874363442092,-4.674233157826598,-4.656703199811067,-4.638714308264055,-4.620038631568863,-4.649879020196888,-4.629810809058844,-4.6200419264085175,-4.598272845741324,-4.575343879253604,-4.591471861070737,-4.5676259497076925,-4.543022420250699,-4.541443538921221,-4.512637737630588,-4.511657658354251,-5.011322403188832,-5.061859516645874,-5.041559696140862,-5.070807484318744,-5.043185039655373,-5.029970987621012,-4.97583678339646,-4.919827474600886,-5.04406344719898,-4.985364080406813,-4.909263624523102,-5.124689913633603,-4.963629676810116,-5.134662762190861,train
381,381,373.0,FLIR,2016-04-26,20160426_FLIR,-4.012876991142639,-4.448781285636406,-4.478016307379572,-4.499895016037131,-4.486752000506135,-4.467445876618559,-4.4505020482811215,-4.43320843811688,-4.413166212669139,-4.390899547231197,-4.398112969004008,-4.374251906967548,-4.36694001363293,-4.338680999501864,-4.360468288654251,-4.345629245785233,-4.319697411832097,-4.3036915475228765,-4.264092494238643,-4.360422863851842,-4.440659688886853,-4.394678555922714,-4.348832010669204,-4.30234037116023,-4.262385496113769,-4.22476785119832,-4.796273491426238,-4.662719907895848,-4.884987996422854,-5.157857739025812,-4.53822069183875,-4.524391199339645,-4.507481273027177,-4.503456744946139,-4.48664541832181,-4.470807100890048,-4.458509327717055,-4.44337828956715,-4.430328260289604,-4.415787276878231,-4.391607085284726,-4.36693755491118,-4.4088010280324,-4.38065758257137,-4.356947306845814,-4.329999584680608,-4.296771173284244,-4.478874571477776,-4.455743466095866,-4.419312871153467,-4.399578711864915,-4.350791955263135,-4.295144415162782,-4.238428454151408,-4.167138420732444,-4.0767463571394655,-4.246580056927989,-4.385732358646239,-4.326414954465221,-5.681347647955198,train
382,382,374.0,FTNT,2016-04-26,20160426_FTNT,-3.991036864671165,-3.984264168255992,-3.966804554379048,-3.951975871733477,-3.933840845574192,-3.939490914017677,-3.92644119923864,-3.922347695981556,-3.9008546327480143,-3.891279838768479,-3.9259401479109934,-4.028244772306648,-4.026802863086726,-3.99910406331994,-3.98608507807387,-3.95439307364284,-3.9410619674488014,-3.9051701997082966,-3.872175369772061,-3.994797213875552,-3.954745609416504,-3.921594400357845,-3.862720524372363,-3.7959548591675225,-3.7911686808511336,-3.837463696137218,-3.970007274522304,-3.894664455328022,-3.917549555403406,-4.009623834207959,-4.520449712559543,-4.518808427043368,-4.510263815609397,-4.495651662579603,-4.476978795115493,-4.458866662050818,-4.440271586516368,-4.427761696196587,-4.410895822235541,-4.441623160411484,-4.422540545738263,-4.399061755257121,-4.405845655983278,-4.378286790181373,-4.369227168270936,-4.3771987322705375,-4.343242281431303,-4.307232390030346,-4.280338246678216,-4.237947628602635,-4.208919045794928,-4.179407871550423,-4.237747263576292,-4.171303780933395,-4.097575392530114,-4.011927002877253,-3.9005709406357054,-3.946909350386556,-3.787280931992357,-3.450295957770254,train
383,383,375.0,HMST,2016-04-26,20160426_HMST,-4.360213447584933,-4.382554933541545,-4.376939443630731,-4.37029402197063,-4.367293886364016,-4.351990719957144,-4.340280135813917,-4.324949588073893,-4.30871417392497,-4.290953961298709,-4.361700744524494,-4.366554712273463,-4.387541973353378,-4.360159521959137,-4.332855685143098,-4.303822793131984,-4.551731765042496,-4.53284131763104,-4.644542377102872,-4.618146573775595,-4.582994160498764,-4.65594931652533,-4.613231390418679,-4.575332692357301,-4.963345896515572,-4.9411188781212,-4.83470844512652,-4.744794295471243,-4.805852235266125,-4.750889340871447,-4.3886054007375686,-4.440745707432951,-4.436924225687092,-4.419001864497506,-4.423647192832406,-4.404161083654612,-4.385708684555377,-4.404755238303676,-4.384697868902394,-4.366415176634137,-4.367763213092896,-4.395635455351393,-4.507747029246207,-4.48507846582485,-4.473591834417876,-4.502873365344612,-4.6076816115620325,-4.63200932314346,-4.593565826872669,-4.574741777415015,-4.533396387850765,-4.768799329844345,-5.155826486307658,-5.09985523822645,-5.077776261915537,-4.994197481355656,-4.88684984129033,-4.744835138521014,-4.809568105521267,-4.567511323059,train
384,384,376.0,HZO,2016-04-26,20160426_HZO,-3.475496323658162,-3.487555671037369,-3.484595600685632,-3.4918763429022004,-3.474305723714078,-3.454842772689633,-3.436431688552797,-3.4236841649680905,-3.4016707299070825,-3.378554856905582,-3.399990797518038,-3.375472481787128,-3.3520869036424905,-3.32829747639341,-3.4152835975276816,-3.3830790551213354,-3.448082436534302,-3.5450833149533723,-3.5055727082893284,-3.4631623334908204,-3.4246828078072173,-3.460026075133042,-3.4052836966533726,-3.3385363634285308,-3.326169110716942,-3.3463583136568427,-3.3580811253908327,-4.006015030635591,-3.828773763190104,-3.5541566236309183,-3.851125502083047,-3.8342315930300415,-3.8325302747372274,-3.821184611754165,-3.807346732046517,-3.792881276877743,-3.7726918001203664,-3.7568004873831455,-3.735380063992011,-3.750754632098544,-3.7296519888014528,-3.715438743091675,-3.708666991928857,-3.689438946393664,-3.742659107754957,-3.7516409144532297,-3.818055369164541,-3.8083280652059313,-3.8180543457939584,-3.800788017898465,-3.837086216774968,-4.138580669627696,-4.201779811658632,-4.199649000665659,-4.157997413048345,-4.345715030535551,-4.390028105586592,-4.247453082930035,-4.249567816931587,-4.320925085015063,train
385,385,377.0,IIVI,2016-04-26,20160426_IIVI,-3.961886120942532,-4.2161380165465046,-4.220934929202095,-4.211393306334783,-4.202616255711982,-4.208430575170863,-4.188022608732979,-4.1669588279528975,-4.185674912677765,-4.226397646775031,-4.236649808338753,-4.212009476561998,-4.1862511219429805,-4.158985413490988,-4.136667856262484,-4.104519012793949,-4.088974723143336,-4.071361442077984,-4.0720171227222535,-4.032805934897628,-3.986213306818882,-4.078553445424856,-4.0397652290478,-3.9746865238720392,-3.953474172966605,-3.8711002683261393,-3.8384351595923047,-3.785373098150864,-3.918449898469918,-3.642234525642863,-4.330881363075319,-4.329632953812075,-4.32541308208626,-4.30819589726944,-4.314758371440334,-4.295151307948852,-4.277725914108965,-4.261844071129709,-4.292199438444791,-4.272433097372284,-4.24804226504883,-4.223645436842173,-4.265365625291592,-4.243361021061527,-4.214682247965453,-4.182669804520087,-4.203142004152956,-4.215052186582701,-4.179358369382279,-4.140885152880897,-4.279797347706155,-4.306217050804664,-4.263374337652363,-4.235188085915318,-4.190733928098756,-4.298851316999377,-4.18733397679246,-4.0509029625441775,-3.855018459282431,-3.7335150608566257,train
