ticker,name,year,month,day,text_file_name,future_2,future_3,future_4,future_5,future_6,future_7,future_8,future_9,future_10,future_11,future_12,future_13,future_14,future_15,future_16,future_17,future_18,future_19,future_20,future_21,future_22,future_23,future_24,future_25,future_26,future_27,future_28,future_29,future_30,past_2,past_3,past_4,past_5,past_6,past_7,past_8,past_9,past_10,past_11,past_12,past_13,past_14,past_15,past_16,past_17,past_18,past_19,past_20,past_21,past_22,past_23,past_24,past_25,past_26,past_27,past_28,past_29,past_30,cate,day_earnings
C,Citigroup Inc.,2017,1,18,Citigroup Inc._20170118,-6.497914932985489,-6.176884340899972,-4.365011493347397,-4.283698267654517,-4.354664669234464,-4.4236044668943,-4.462446849433646,-4.463335206763522,-4.49824241108764,-4.540322311096298,-4.280777505351387,-4.319056685598817,-4.341927356988577,-4.33260381709087,-4.3112904031976935,-4.335086593777895,-4.288378151070969,-4.291706999772228,-4.307206501968128,-4.32851334542101,-4.346898816272613,-4.367105819042997,-4.388138710324828,-4.407753362368514,-4.378671307113471,-4.393170660526328,-4.408030934851324,-4.3458316822453975,-4.333677125985291,-4.278895351557241,-4.459803290635397,-4.586562777717488,-4.641589592730766,-4.732323544075571,-4.732416244609769,-4.682688325951276,-4.536050686294414,-4.391269217467194,-4.437006496007494,-4.454237347964552,-4.4346371248670025,-4.465248418509171,-4.468463390890253,-4.499800177725075,-4.529503131893552,-4.458888899668095,-4.485895754167816,-4.502484078694863,-4.487077181075142,-4.506072174751339,-4.523765319028112,-4.535551858862641,-4.555873005438651,-4.512692676384484,-4.473131073395313,-4.475527358938167,-4.433808097148872,-4.390233454762844,train,2017-01-18
SWKS,Skyworks Solutions,2017,1,19,Skyworks Solutions_20170119,-2.871630359433944,-2.9578133988552966,-2.9530069762682523,-2.977601735461567,-3.0556367194927585,-3.1231785732896933,-3.1499414198130093,-3.195695819606186,-3.2293235343767988,-3.2733814126440333,-3.3086243571460927,-3.3461096104541728,-3.3776107141762366,-3.411767792786406,-3.438006086190053,-3.467203524431224,-3.48515396881948,-3.511254916520968,-3.5359569214417634,-3.5295726521523623,-3.551104456603025,-3.571400568782221,-3.5775898860497595,-3.592247446303922,-3.6117764142009694,-3.623636539838578,-3.6376799986285,-3.635523989365572,-3.651808947241789,-3.7022234805532928,-3.8518588269259952,-3.768452311280664,-3.856897635329288,-3.898553796183373,-3.975387581140843,-4.040596908555968,-4.068122703709015,-4.10872044795756,-4.1561802779076364,-4.063235869663647,-4.092476438240516,-4.0855568938732425,-4.119095628571023,-4.15049157606981,-4.1611755456181605,-4.187717515427612,-4.196578356577315,-4.217057181851386,-4.236313111496652,-4.190088774283674,-4.155558657436647,-4.173075345509703,-4.184380205484529,-4.11686696106801,-4.083230841930488,-4.088711560104304,-4.0898663063723095,-4.087818438581752,train,2017-01-19
PPG,PPG Industries,2017,1,19,PPG Industries_20170119,-6.550261894276607,-6.577089264128465,-4.665475869439391,-4.774574609667977,-4.809497855093088,-4.829262610024915,-4.467223947123517,-4.523983678509067,-4.572057739500769,-4.619641055532439,-4.592402101185203,-4.63188770114742,-4.668482118224559,-4.7019792855204905,-4.732285375267956,-4.762397843650084,-4.7794504617305975,-4.8061462686328085,-4.8317592530935976,-4.8515327080861335,-4.869964446318923,-4.884600412707408,-4.898389278127406,-4.911247457633523,-4.890912888146297,-4.908077792984951,-4.913057998915697,-4.8931369527870165,-4.902801594539514,-5.190699880772199,-5.151307175607174,-5.2608451081724965,-5.352809709354926,-5.4437939564077125,-5.347865066667024,-5.4041273551230535,-4.938950330836963,-4.662772872415579,-4.70377027978824,-4.718452176591672,-4.743976826659907,-4.6965350616338615,-4.680014326639017,-4.704327403810427,-4.698527631472616,-4.725946638993791,-4.738274670476242,-4.7613101944190905,-4.783973121981963,-4.8068719878337856,-4.80145216623762,-4.7486301076498805,-4.760314240528729,-4.779923003171728,-4.752695051844072,-4.675764999463574,-4.6923691251021165,-4.66863533732396,train,2017-01-19
sti,SunTrust Banks,2017,1,20,SunTrust Banks_20170120,-4.6653818912936975,-4.560512459334991,-4.418873024607278,-4.237136497069431,-4.203914661811689,-4.211837606301229,-4.278547351314991,-4.305570900691999,-4.292458873557183,-4.316500886010184,-4.335804779909172,-4.344094739347127,-4.355757432399082,-4.388137468029253,-4.418541572305301,-4.365173546700826,-4.392615896493084,-4.4079765843014185,-4.420069113309944,-4.444337607669604,-4.464476386543502,-4.484510255386987,-4.495337354787998,-4.514391216454042,-4.526995175619724,-4.430833729611617,-4.337679253874399,-4.35479600163011,-4.362340817004873,-4.684520479212388,-3.962881365385487,-3.9700330665770553,-4.080121290270689,-4.119190644050002,-4.147026431606579,-4.213079541328739,-4.216426441933353,-4.184467008352364,-4.185616986687478,-4.19363948315297,-4.230463905449991,-4.239180648567206,-4.242770906583012,-4.267899627893022,-4.296952559378649,-4.3222370793240525,-4.349224393604861,-4.330929156324576,-4.35467559797282,-4.3684607509353,-4.3659108921297936,-4.364411097102721,-4.3790453088141295,-4.377217367924803,-4.3958090762046185,-4.40885462672014,-4.407708837532576,-4.365333153484728,train,2017-01-20
KSU,Kansas City Southern,2017,1,20,Kansas City Southern_20170120,-4.044454556528708,-3.776520366894178,-3.8184375224264646,-3.895590469952541,-3.972844195992999,-4.04873293625722,-4.110866071308349,-4.1480308389932405,-4.174556460014286,-4.2214236460686365,-4.264925960539242,-4.30268966708848,-4.307722302880031,-4.342196108464226,-4.34991073084403,-4.379459737967398,-4.404072556134052,-4.43052617408439,-4.455986592478577,-4.465081050162879,-4.488293637308758,-4.508692921624588,-4.510638746875069,-4.5309541811096405,-4.549843956801023,-4.5100556439342485,-4.5105446074712,-4.528058855941948,-4.543706192594285,-4.9819172512698495,-5.154474134800128,-4.63857658737687,-4.749055217397324,-4.809658777413361,-4.792158952758731,-4.33162198165178,-4.226332641245849,-4.277326774757351,-4.3249543221997415,-3.9588362927286713,-3.9964539004327984,-4.03339442285807,-4.043684293333891,-4.0636154153901485,-4.093924061256979,-4.122037821357728,-4.148446418523124,-4.1676980747906285,-4.1920129155129535,-4.200116679849328,-4.210667463658355,-4.2115628073026485,-4.2270708556832925,-4.241910428344911,-4.260461971676368,-4.278623109230897,-4.224234877499395,-4.2104631393641725,train,2017-01-20
rmd,ResMed,2017,1,23,ResMed_20170123,-3.0537652877356125,-2.9816755954034986,-3.0852091143577547,-3.1680999893528496,-3.2476817276494665,-3.3070523560231693,-3.371374805906445,-3.4246301976545896,-3.4772341342052813,-3.524888060115204,-3.5682096436284247,-3.608093046123292,-3.6449993566958256,-3.6794263987729714,-3.710521650129739,-3.740749355904227,-3.768304033250047,-3.795026901937023,-3.817459515603424,-3.840864117686773,-3.8498741694435776,-3.8720418712407145,-3.892137099821922,-3.911120546598073,-3.92811175084607,-3.940028038966511,-3.956164796638877,-3.966158538072431,-3.9795953524453456,-4.7057851686675445,-4.527319746642039,-4.476812611050892,-4.287859960071284,-4.371464680858826,-4.448037922571749,-4.39870121335936,-4.359400732373755,-4.411287854811325,-4.425358690390945,-4.462990874832938,-4.498547277152687,-4.516254520427291,-4.518708221207518,-4.544272572319019,-4.569148934131372,-4.5910956861917365,-4.617250909369679,-4.62528621355947,-4.641770552538217,-4.659553172906168,-4.680043238736555,-4.701224274046674,-4.706883112958477,-4.7247119519721466,-4.7283734772554284,-4.70859897514779,-4.676279416662641,-4.682590558839413,train,2017-01-23
LMT,Lockheed Martin Corp.,2017,1,24,Lockheed Martin Corp._20170124,-4.449504735485916,-4.545009710011043,-4.675634316502051,-4.748695250884636,-4.839583254089972,-4.882527757334918,-4.843847272922168,-4.8969704212345295,-4.941251995753535,-4.9889040816361065,-5.0161098901599255,-5.010934989767186,-5.03129699134808,-5.063148893933477,-5.0947743861667485,-5.109328619062278,-5.132113253073969,-5.157405269465998,-5.181051861944677,-5.174127414095209,-5.194190101311745,-5.040220080272799,-4.979510798807047,-4.992355252158647,-4.986865035626691,-5.005631746156769,-5.021251550810215,-5.036066342916823,-5.032426261974198,-6.2943499786173085,-5.240459550174824,-5.295721863009064,-5.319451456613207,-5.323192909572817,-5.04876168292936,-5.07325621819227,-5.066817534737663,-5.119496436238051,-5.101449537527016,-5.088589954276473,-5.126256921178674,-5.031403769144335,-5.048633313992828,-5.077190581877695,-5.0710624446101935,-5.090902650922222,-4.990531544068413,-5.016170457175853,-5.022886317667721,-5.03095098723974,-5.025816322036857,-5.040994710252198,-5.033958106509624,-5.052424811511352,-5.05248056200559,-4.8472590419347386,-4.864308338726247,-4.7148711416410825,train,2017-01-24
KMB,Kimberly-Clark,2017,1,24,Kimberly-Clark_20170124,-8.304089378462987,-5.256143061919472,-5.395267291612957,-5.314968650026299,-5.406105495509576,-5.419816923592244,-5.479392217082677,-5.522791543802036,-5.313822249113006,-5.340649065036773,-5.349786130885861,-5.386132426878708,-5.41583139566758,-5.403056420152555,-5.255565982879302,-5.056427252758994,-4.511147859801377,-4.4850785870136525,-4.507675345944048,-4.517148392834297,-4.522426057783535,-4.518800598312665,-4.53673567652477,-4.55669163210306,-4.570461209965047,-4.571680672718765,-4.5840952051851165,-4.600238644912318,-4.615004842027797,-6.271629521695718,-5.405840255557262,-5.535544124110907,-5.204745819383664,-5.271366681512331,-5.321259481389918,-5.368568796358881,-5.360602101524133,-4.9737469034714215,-5.012208958071045,-5.018307764031807,-5.043790058083531,-5.076609633721823,-5.030185461342735,-5.0275340295323065,-4.99497228801683,-5.022090259061668,-5.0444086884068255,-5.065793655691746,-5.089961289522144,-5.098513475211798,-5.035402705197127,-5.032654643008972,-5.035229254530922,-5.032007124515996,-5.042846957336804,-5.060784084723872,-5.03782295902356,-5.021548808160817,train,2017-01-24
GLW,Corning Inc.,2017,1,24,Corning Inc._20170124,-4.424054717232679,-4.621118666995579,-4.697203507435231,-4.691145107700887,-4.638625016809006,-4.68673570663,-4.655398280011374,-4.707258110190499,-4.732649636888183,-4.7614034972418375,-4.74022009059594,-4.76401077736595,-4.800975465877531,-4.702711812674198,-4.733865392459748,-4.727547629511488,-4.745313001449184,-4.77233483201549,-4.795429299859948,-4.789823588498159,-4.784984756819114,-4.796859849299041,-4.813016701721057,-4.735593223662492,-4.7047084352828135,-4.721957090884551,-4.724764017323838,-4.741168081258321,-4.750780670899053,-4.830932116308016,-4.721353082002339,-4.667133638741811,-4.175669275299367,-4.209790900063471,-4.26938917766666,-4.322132364126522,-4.380872303290115,-4.42971684058457,-4.459444771757758,-4.483863210492719,-4.51493461619229,-4.551961926489856,-4.565411433252894,-4.59714871499423,-4.518481690783112,-4.535078345380538,-4.561983269343624,-4.5851101035459605,-4.587883559214574,-4.593506872615398,-4.615148635643051,-4.6358897048684575,-4.650890287999731,-4.663812938251716,-4.6770253407511575,-4.67300282227905,-4.657226347099623,-4.6468954026560585,train,2017-01-24
TXN,Texas Instruments,2017,1,24,Texas Instruments_20170124,-5.220730643930624,-4.435609229303462,-4.526144029489384,-4.0812790030434885,-4.1301579657020815,-4.201896807890292,-4.2453776914134576,-4.300755081231947,-4.3534338437514615,-4.3992904601176415,-4.425995888178137,-4.465946681309819,-4.4927952644578255,-4.5255852678273305,-4.557488152926774,-4.569422795448584,-4.596117023924957,-4.60510257527544,-4.630138989127053,-4.653871735449097,-4.676923385224332,-4.6988605354876585,-4.705220695313535,-4.637079128178481,-4.656063686120081,-4.672280102495111,-4.685121558280319,-4.684700860791081,-4.701140281018443,-7.312351926745229,-4.704890658841421,-4.768903016412222,-4.736365906343567,-4.827525912876158,-4.85779035936003,-4.876097203817478,-4.932587932531753,-4.985050090349662,-4.85670775342489,-4.82009362312917,-4.85182224726443,-4.86749560907963,-4.737452288850948,-4.7697179236616645,-4.740906082630771,-4.757050708568978,-4.7833968789060455,-4.808866038513383,-4.833095116816913,-4.846453415506775,-4.846726866189768,-4.839510539848807,-4.817311931610523,-4.8004805067704925,-4.727867848123885,-4.738786270851806,-4.753108277415244,-4.768443102068988,train,2017-01-24
WRK,WestRock,2017,1,24,WestRock_20170124,-3.676516827445676,-3.836439753102136,-3.979041347689233,-4.079499745258263,-4.1706169976479766,-4.2130357160540015,-4.230955409710258,-4.287255651077538,-4.3306897173062655,-4.353197948460963,-4.184942170666459,-4.22043138709362,-4.251993881553831,-4.242440793038456,-4.268533347693067,-4.288414779803516,-4.188141657563366,-4.157466857104224,-4.168166577164437,-4.191589823459069,-4.214510687166657,-4.233523882103625,-4.254791028754863,-4.25196783428269,-4.261947591279035,-4.280787335765767,-4.1951810718092135,-4.173222976832733,-4.183805446515672,-10.416398191995109,-4.40532723524134,-4.526540821695049,-4.270302037864697,-4.361359707542329,-4.415667938601199,-4.473187189386928,-4.521803046553573,-4.550551438134372,-4.592797375079575,-4.632755596313824,-4.6072069914614975,-4.631724034919491,-4.546524849853182,-4.578730518102678,-4.541048827201481,-4.560105315968284,-4.579687855717019,-4.542464829526548,-4.563672098727468,-4.5855393677259375,-4.592673212888501,-4.605537919412606,-4.573573852651352,-4.587751743758648,-4.60656195522153,-4.502204861813302,-4.514967861436826,-4.531615316944807,train,2017-01-24
STX,Seagate Technology,2017,1,24,Seagate Technology_20170124,-2.8925928737048228,-2.879251010517488,-2.926930897201826,-2.9799222741152995,-3.002944247856236,-3.0680052392681385,-3.133743498638246,-3.133939436387956,-3.184891055165311,-3.21169084233929,-3.2540117875780115,-3.2868619853546166,-3.320573060731056,-3.3476061157528263,-3.376940331346948,-3.387269369086092,-3.4023130757984013,-3.4281025104671605,-3.4486433748655645,-3.4699669020643644,-3.4928250073723626,-3.511213183454957,-3.5324870021377017,-3.5470892984350817,-3.554673534462709,-3.5713273496060545,-3.5809572789271007,-3.5939165574789143,-3.607334080753617,-5.757254332840753,-4.4334698368678405,-4.433284767452035,-4.505499845267829,-4.5650868736135966,-4.6405221845741815,-4.521837508571912,-4.559137078852235,-4.593014719158567,-4.607861082029749,-4.642569026093454,-4.664796195751568,-4.225249739276662,-4.251542470897647,-4.2411716807969,-4.254385818961103,-4.265167661662544,-4.287044219837719,-4.307253540538785,-4.324985870505092,-4.345928546625303,-4.357811483685844,-4.246382657905159,-4.2486819472783175,-4.25395067454311,-4.1066159389238415,-4.124072078564408,-4.139290681551983,-4.12007322676772,train,2017-01-24
VZ,Verizon Communications,2017,1,24,Verizon Communications_20170124,-5.796410824745853,-4.64028926778521,-4.782160452978635,-4.875943811179059,-4.878839105860262,-4.940718866807804,-4.867008883011499,-4.87628041319099,-4.90872279448002,-4.8633459924057085,-4.811119266871148,-4.8329135312180265,-4.842787044087651,-4.870655754673701,-4.901791367942256,-4.876917738979926,-4.783264278683267,-4.797453901911144,-4.811912176840892,-4.776341272816069,-4.789843812447511,-4.757717374188218,-4.7686293071357735,-4.7846219263766745,-4.800625156195734,-4.818081084133347,-4.835865915509098,-4.8169488032240055,-4.826996808751692,-5.054919079254856,-5.247169412646604,-5.053941871345828,-5.104034262048147,-5.186648959343693,-5.208928825314502,-5.21481567410768,-5.26355528697415,-5.148576824386787,-5.002441904973339,-5.023437957575777,-5.062007231688645,-4.73001084588522,-4.748391465538905,-4.763178601551829,-4.789343685214959,-4.817922241144808,-4.8443107702601935,-4.801586760547666,-4.823111499313479,-4.840579397708724,-4.813801090750001,-4.8139220489294985,-4.832392278354916,-4.788112637647451,-4.775055737741674,-4.78851176096556,-4.797198643098276,-4.805068765999022,train,2017-01-24
FITB,Fifth Third Bancorp,2017,1,24,Fifth Third Bancorp_20170124,-6.160589282902559,-4.535265730439441,-4.4095939316353165,-4.49532634616244,-4.5340637839619085,-4.561039254595526,-4.343182565120368,-4.374157107097726,-4.3911570828329305,-4.309561530021979,-4.3187527997676005,-4.311621804553205,-4.333373625547252,-4.219872045572028,-4.251511904783866,-4.281714989719462,-4.3074317229711285,-4.334339228333005,-4.357034172214459,-4.380263197315707,-4.3963254020399205,-4.409782738855752,-4.425415992467701,-4.210694459372128,-4.115928161655945,-4.134558206686847,-4.141815215540784,-4.15549628830693,-4.172364043641212,-6.332551356850384,-4.529252361903288,-4.5875754767737815,-3.806237550734162,-3.835748172396649,-3.9099615614179535,-3.974630295501384,-4.0033291874302055,-4.0544949658638565,-4.087654888568483,-4.026062247720211,-4.034770432109645,-4.06963386407584,-4.092646514952183,-4.085962671671676,-4.102896142220072,-4.1287496733049,-4.154015238204344,-4.179606006115503,-4.203680607478282,-4.177995370220144,-4.1743821673672565,-4.177350906868825,-4.186582387918564,-4.203302561320284,-4.216416212469379,-4.22038079363357,-4.237157542855914,-4.232743784723444,train,2017-01-24
DHI,D. R. Horton,2017,1,24,D. R. Horton_20170124,-4.4037591642472105,-4.177953645064952,-4.2632767007153305,-4.103506548776564,-4.194637208358704,-4.232711477989678,-4.296189095242797,-4.321318757328231,-4.373436583163167,-4.321627853310655,-4.344017556923015,-4.264734693826706,-4.268561787289902,-4.286295814365444,-4.2416834507936265,-4.254210491356969,-4.282195198467873,-4.28491927311837,-4.309729647439528,-4.333833269176355,-4.336985538825519,-4.315071141449205,-4.3352296167803175,-4.3240968652041065,-4.340443039761383,-4.35913890169676,-4.372374337516416,-4.3761225219633975,-4.380252166004038,-6.101574617946135,-4.2456425417911134,-4.372335042004767,-4.483407606891143,-4.5308313036190615,-4.604231399515951,-4.537778448383127,-4.588408832499411,-4.640751300735662,-4.511778209522832,-4.552289654079369,-4.439107117655954,-4.469499775578142,-4.4745240506003245,-4.498669024327688,-4.484260453570214,-4.483943075384598,-4.492298997667474,-4.470791365863941,-4.494631278504693,-4.517826072596939,-4.539374763548478,-4.55736839063872,-4.496586327162974,-4.416154717701208,-4.432964339019369,-4.437382106134626,-4.4019901633522265,-4.351600544956847,train,2017-01-24
ffiv,F5 Networks,2017,1,25,F5 Networks_20170125,-3.0350028148070223,-3.1834705237242664,-3.2985548624144023,-3.406111962853505,-3.4144521830539727,-3.4486783971479023,-3.506055449261268,-3.5375851871273976,-3.5870457943692657,-3.6281581802110807,-3.671070273759172,-3.7065372557983247,-3.7406961751760672,-3.759520016246527,-3.791624237306588,-3.821791078572692,-3.8412717427892007,-3.868189952330433,-3.892770411518733,-3.9169854225930383,-3.938631637449813,-3.960651994888036,-3.972044111851811,-3.969231996822556,-3.986743470135595,-4.00013653875062,-4.003247909208322,-4.019672951040406,-4.034325471493232,-4.265768083523602,-4.384944440904161,-4.501277155221128,-4.582581353928045,-4.507740753304139,-4.5831352859387575,-4.609133545011148,-4.666576820457244,-4.71901838989549,-4.764123341126793,-4.807554595755071,-4.819888980146921,-4.842203032632807,-4.876318895313653,-4.9078829042238485,-4.9174127725972845,-4.907338530262256,-4.934295342106287,-4.923601687202262,-4.8792684381408415,-4.900161683497812,-4.881374194558091,-4.897460318589854,-4.904820493008349,-4.887314119011691,-4.8611183328047565,-4.862471385788234,-4.851843083588211,-4.8671603802683645,train,2017-01-25
VAR,Varian Medical Systems,2017,1,25,Varian Medical Systems_20170125,-3.086470223539412,-3.2684203213647227,-3.398109093191384,-3.440220548473357,-3.5310037028990857,-3.576858829616928,-3.6204866188851215,-3.676441952472279,-3.715603855540795,-3.7505272955514433,-3.792299546537516,-3.8318638220084975,-3.8662275500258585,-3.897404665617103,-3.9225704948969127,-3.924769611586821,-3.9527610271012623,-3.979543380100272,-4.003996123695466,-4.025622668866666,-4.044663277518674,-4.064067274557386,-4.063235130209971,-4.082843050158645,-4.098345550843335,-4.108631174834448,-4.125855949401154,-4.1419490236659335,-4.15680883841693,-6.707413986934261,-6.402930925874603,-5.771161538831472,-5.704577347171298,-5.497096827836676,-5.417825751055628,-5.484468764297366,-5.539740012034574,-5.535835225950088,-5.554137383122183,-5.5686165992425165,-5.547188880932279,-5.122045263826338,-5.065753963918304,-5.07480020489334,-5.089547255391924,-5.050506342901128,-5.046862344226002,-5.02977347759078,-5.051629635567392,-5.074849849942902,-5.072506447545908,-5.093339877127325,-5.111914953277436,-5.116529347459681,-5.034054584897395,-5.022660710190218,-5.036469707083217,-5.028359791504088,train,2017-01-25
ROK,Rockwell Automation Inc.,2017,1,25,Rockwell Automation Inc._20170125,-4.9906612958889935,-5.1768120633336885,-5.318566558162762,-5.269717703790908,-5.252493869648466,-4.766236938162524,-4.815146801084893,-4.872848989761341,-4.919753847415773,-4.815170615506988,-4.811054008594528,-4.839361935002988,-4.874593775551432,-4.906370685082964,-4.937834529877961,-4.968060562862157,-4.996502043331954,-4.995751362179345,-4.974739342250132,-4.997248433918509,-5.019885750457802,-5.041805525619268,-4.75377972194763,-4.705470270198831,-4.725018901060589,-4.743678891084102,-4.760639740718208,-4.7745657811033135,-4.783799117514086,-4.699647039849823,-4.899211398755541,-4.998462213826372,-5.105699259353305,-4.680542636903606,-4.699064769323189,-4.723233442163108,-4.6462095063376445,-4.67440458898542,-4.713168777937756,-4.751188902657839,-4.782243269289458,-4.798494683748976,-4.532253379201679,-4.551155306050197,-4.579837951316401,-4.567919208992155,-4.593653870537176,-4.619097010730768,-4.642109056048585,-4.664115068831717,-4.683642065901517,-4.702876444349181,-4.690901311903686,-4.708456044593345,-4.6914820443679615,-4.706673240372192,-4.6685171103155145,-4.652023419848253,train,2017-01-25
HES,Hess Corporation,2017,1,25,Hess Corporation_20170125,-4.710106014973449,-4.896875672404941,-4.542582177231866,-4.650011370303427,-4.487516721304012,-4.465382142820731,-4.427311640686537,-4.305976050902701,-4.32850469132425,-4.243375772599514,-4.265379865243102,-4.298266710358232,-4.320877488822297,-4.326724231010304,-4.335849399049805,-4.3305835516033495,-4.263078556416229,-4.238393790909547,-4.202871428206947,-4.226354985348992,-4.244169532857145,-4.223112367547168,-4.237895280120727,-4.2553851764693285,-4.264106860533218,-4.281639649279087,-4.239682413729966,-4.193776217745143,-4.19184373256918,-4.566457361915519,-4.670182547832597,-4.493727311495289,-4.600807248396777,-4.569038146304744,-4.63259519561633,-4.046493565726934,-4.065057406172829,-4.0478198388685085,-4.059676685713414,-4.101681860049822,-4.130524502890861,-4.157382046576552,-4.163448218916479,-4.1930806773052485,-4.22164890188006,-4.240413159223788,-4.235831846536147,-4.256588019620308,-4.2746094184507415,-4.29160990176957,-4.3113554421977485,-4.296350318357748,-4.316735654684378,-4.336321715119179,-4.282554673888933,-4.169853736995334,-4.1854830070204585,-4.1732697935682745,train,2017-01-25
LRCX,Lam Research,2017,1,25,Lam Research_20170125,-3.5693035212880213,-3.655781777659043,-3.789124225680911,-3.756352664095248,-3.842047333463208,-3.9178068165884072,-3.980233574704677,-4.038612210882826,-4.0757925505548505,-4.1228901648363125,-4.166355889259571,-4.205058394311782,-4.237966444202566,-4.266967867764731,-4.2690896995518814,-4.296943261658627,-4.230964103131667,-4.253654042539695,-4.271421102366324,-4.286942376759668,-4.30884709565307,-4.324727368436969,-4.336786717255692,-4.343251019214605,-4.362824701426127,-4.381587143280949,-4.3915322252980085,-4.408540054523503,-4.425053756395427,-5.047991160144338,-5.204470439630719,-4.825921590069824,-4.7517376734665815,-4.452323201156242,-4.413378430818455,-4.3822942465151655,-4.440251391317446,-4.459426747520094,-4.49312133519692,-4.536304645330231,-4.555352373568034,-4.58565902585686,-4.591131969149816,-4.526942885370711,-4.540644774513906,-4.501767409924804,-4.520839461694616,-4.546471731472288,-4.556911371648772,-4.570046942130598,-4.5880659205198375,-4.525749370516828,-4.484083989491173,-4.479080664022453,-4.497950827018887,-4.516099338698496,-4.531600013667506,-4.418723863096457,train,2017-01-25
GWW,Grainger (W.W.) Inc.,2017,1,25,Grainger (W.W.) Inc._20170125,-5.069892110624863,-4.819106856476688,-4.792930920900125,-4.87079538480142,-4.899921264038092,-4.975126572107656,-4.961071727172495,-5.019754929594789,-5.055130134836619,-5.100821601126444,-5.08142968416776,-5.106641954873694,-5.134538744989508,-5.161413900632612,-5.159660433549736,-5.189962896354462,-5.106907951010292,-5.121367669643893,-4.733774607053908,-4.757429338593473,-4.7802489112872575,-4.773695683498298,-4.713742256703392,-4.677443054703424,-4.68555826296924,-4.683002792804113,-4.691291041927919,-4.7083044184276375,-4.616875431329959,-4.8372457768149175,-4.997538872286733,-4.974822842151264,-4.857972236814035,-4.857748685771594,-4.907959436966036,-4.9266845196630165,-4.772734783577124,-4.792485873448332,-4.741349701578616,-4.733036350694615,-4.56029427351047,-4.592379223518003,-4.618542313471873,-4.618179143249416,-4.638744745951782,-4.550807866855164,-4.577303738247566,-4.590148126932245,-4.612848100174118,-4.630912245157411,-4.643818157357152,-4.652337449015668,-4.671919144418323,-4.686486133027527,-4.6686617592479385,-4.686506674241469,-4.670177221778631,-4.686829262729159,train,2017-01-25
EBAY,eBay Inc.,2017,1,25,eBay Inc._20170125,-4.354771086136215,-3.6987937850301473,-3.669742213616412,-3.780500225568955,-3.8149656503521294,-3.885901834209777,-3.938253614090112,-3.993430969254055,-4.003997680877665,-4.0268637347827285,-4.0641537957985605,-4.101761076052375,-4.115681886881162,-4.1486232151534725,-4.124456271606188,-4.15476778267461,-4.182940047150668,-4.199908445425198,-4.208376425778342,-4.225437848899984,-4.248651897070329,-4.2412782329543885,-4.25916313891811,-4.255055909519271,-4.265730161284597,-4.279626862276314,-4.290134308273252,-4.301518617022209,-4.3131784598863545,-6.562204745123938,-5.5289372003731225,-4.727209375075913,-4.786526219740659,-4.873135124824626,-4.950062139938439,-5.016719458838223,-5.017098343888738,-4.855451545479718,-4.865744613625793,-4.359483110549831,-4.3832658810328615,-4.417754303694449,-4.447379643355586,-4.4555336717554175,-4.485588320294921,-4.5015969237990285,-4.479673292560443,-4.492880159892931,-4.5119355975912665,-4.53415830434596,-4.551188586825663,-4.5584568093521325,-4.5749910979402335,-4.59248960559239,-4.611346657607214,-4.599120140841592,-4.605289665684215,-4.5675343152042265,train,2017-01-25
tel,TE Connectivity Ltd.,2017,1,25,TE Connectivity Ltd._20170125,-6.580171022990777,-6.6642349144956485,-5.978513780394142,-5.681522790239978,-5.772682440979137,-5.2165749285583285,-5.279702499921697,-5.329489204141779,-5.150358987392965,-5.14987961204916,-5.183481413701244,-5.199913526514408,-5.236604624754097,-5.266995588274606,-5.270664067872311,-5.300855994855168,-5.27932523418787,-5.303707990157994,-5.153832827491347,-5.176419108401507,-5.166863023307373,-5.176950054158777,-4.944803107196899,-4.9366041810177546,-4.956103531586165,-4.862211354629835,-4.877739319116201,-4.893059994271244,-4.906597594317296,-5.538066363127174,-5.31358825581257,-4.951676135158769,-5.041137155384766,-4.837777238559488,-4.911479694484753,-4.959940142678019,-4.952363570225753,-5.0000042283858726,-4.735055641143919,-4.775608053453289,-4.683510596228402,-4.697281997063519,-4.710142465533664,-4.678437775550239,-4.70854946808966,-4.708827414841248,-4.734674912578947,-4.760227361811158,-4.7837441016803925,-4.803856731019169,-4.8181847892580025,-4.812914576788059,-4.7724535942041815,-4.792021224390845,-4.758725115006505,-4.752162314906171,-4.769344933569579,-4.78567498137955,train,2017-01-25
